team,nationality,position,age,potential,name
Olympique de Marseille ,France,Medio Centro Ofensivo|Extremo Izquierdo,33,Muy bueno,Dimitri Payet
FC Porto ,Spain,Defensa Central,33,Muy bueno,Marcano
Beijing Sinobo Guoan FC ,Brazil,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,32,Muy bueno,Renato Augusto
Jiangsu Suning FC ,Brazil,Defensa Central,35,Muy bueno,Miranda
AS Saint-Étienne ,France,Portero,33,Muy bueno,Stéphane Ruffier
Galatasaray SK ,Colombia,Delantero Centro,34,Muy bueno,Falcao
Fiorentina ,France,Medio Izquierdo|Media Punta|Extremo Izquierdo,37,Muy bueno,Franck Ribéry
Atlético Madrid ,Mexico,Medio Centro,30,Muy bueno,Héctor Herrera
Sevilla FC ,Spain,Lateral Derecho|Medio Derecho,34,Muy bueno,Jesús Navas
RSC Anderlecht ,Belgium,Defensa Central,34,Muy bueno,Vincent Kompany
FC Porto ,Portugal,Defensa Central,37,Muy bueno,Pepe
Vissel Kobe ,Spain,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,36,Muy bueno,Iniesta
Free Agents ,Ecuador,Delantero Centro,31,Muy bueno,Segundo Mandíquez
Free Agents ,Uruguay,Delantero Centro|Media Punta,28,Muy bueno,Luis Roberto Dálves
Free Agents ,Uruguay,Medio Izquierdo|Medio Centro Ofensivo|Extremo Izquierdo,32,Muy bueno,Saúl Marcelo Ardero
Free Agents ,Uruguay,Defensa Central|Medio Centro Defensivo,36,Muy bueno,Jaime Nicolás Frendado
Real Betis ,Spain,Delantero Centro,26,Muy bueno,Loren
Real Madrid ,Brazil,Lateral Derecho|Defensa Central,22,Muy bueno,Éder Militão
Valencia CF ,Uruguay,Delantero Centro,23,Muy bueno,Maximiliano Gómez
West Ham United ,Czech Republic,Medio Centro Defensivo|Medio Centro,25,Muy bueno,Tomáš Soucek
Ajax ,Brazil,Medio Centro Ofensivo|Extremo Derecho,23,Muy bueno,David Neres
Lazio ,Italy,Medio Derecho,26,Muy bueno,Manuel Lazzari
Olympique Lyonnais ,France,Medio Izquierdo|Medio Centro,22,Muy bueno,Houssem Aouar
Everton ,Brazil,Delantero Centro|Medio Derecho|Medio Izquierdo,23,Muy bueno,Richarlison
Santos ,Brazil,Delantero Centro,20,Muy bueno,Luimo Boas Santos
Palmeiras ,Brazil,Defensa Central,32,Muy bueno,Tony Abranjes
Fluminense ,Brazil,Medio Izquierdo|Medio Centro Ofensivo|Extremo Izquierdo,20,Muy bueno,Laure Santeiro
Leicester City ,England,LB,23,Muy bueno,Ben Chilwell
Bayer 04 Leverkusen ,Jamaica,Medio Derecho|Medio Izquierdo,22,Muy bueno,Leon Bailey
Atlético Madrid ,Spain,Defensa Central,25,Muy bueno,Mario Hermoso
Real Madrid ,France,LB,25,Muy bueno,Ferland Mendy
FC Porto ,Mali,Delantero Centro|Medio Derecho,29,Muy bueno,Moussa Marega
Atlético Madrid ,Spain,Medio Centro Defensivo|Medio Centro,25,Muy bueno,Marcos Llorente
Real Betis ,Spain,Delantero Centro,27,Muy bueno,Borja Iglesias
Arsenal ,Uruguay,Medio Centro Defensivo|Medio Centro,24,Muy bueno,Lucas Torreira
VfL Wolfsburg ,Netherlands,Delantero Centro,27,Muy bueno,Wout Weghorst
Arsenal ,Spain,Medio Centro|Medio Centro Ofensivo,23,Muy bueno,Dani Ceballos
RB Leipzig ,Germany,Carrilero Derecho|Lateral Derecho|LB|Extremo Derecho,24,Muy bueno,Lukas Klostermann
Manchester United ,Sweden,Defensa Central,26,Muy bueno,Victor Lindelöf
Levante UD ,Spain,Delantero Centro|Medio Derecho|Medio Izquierdo,33,Muy bueno,Morales
Leicester City ,Belgium,Medio Centro,23,Muy bueno,Youri Tielemans
River Plate ,Argentina,Medio Centro|Medio Centro Ofensivo,30,Muy bueno,Ignacio Fernández
Lazio ,Argentina,Delantero Centro|Medio Centro Ofensivo|Media Punta,25,Muy bueno,Joaquín Correa
Montpellier Hérault SC ,Argentina,Portero,28,Muy bueno,Gerónimo Rulli
Bayer 04 Leverkusen ,Germany,Defensa Central,24,Muy bueno,Jonathan Tah
Lokomotiv Moscow ,Portugal,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,27,Muy bueno,João Mário
Juventus ,Italy,Medio Derecho|Medio Centro Ofensivo,26,Muy bueno,Federico Bernardeschi
SL Benfica ,Greece,Portero,26,Muy bueno,Odisseas Vlachodimos
Bayer 04 Leverkusen ,Germany,Medio Centro,27,Muy bueno,Kerem Demirbay
Valencia CF ,Spain,LB,25,Muy bueno,Gayà
Juventus ,Italy,Defensa Central,26,Muy bueno,Daniele Rugani
RB Leipzig ,Germany,LB|Carrilero Izquierdo|Extremo Izquierdo,28,Muy bueno,Marcel Halstenberg
Napoli ,Poland,Medio Izquierdo|Medio Centro,26,Muy bueno,Piotr Zielinski
RB Leipzig ,Sweden,Medio Izquierdo|Medio Centro Ofensivo,28,Muy bueno,Emil Forsberg
Boca Juniors ,Argentina,Portero,29,Muy bueno,Esteban Andrada
Cagliari ,Italy,Portero,26,Muy bueno,Alessio Cragno
Paris Saint-Germain ,Spain,LB|Medio Izquierdo,27,Muy bueno,Juan Bernat
Everton ,England,Portero,26,Muy bueno,Jordan Pickford
Athletic Club ,Spain,Defensa Central,29,Muy bueno,Iñigo Martínez
Guangzhou R&F FC ,Israel,Delantero Centro|Extremo Izquierdo,33,Muy bueno,Eran Zahavi
Chelsea ,France,Defensa Central,25,Muy bueno,Kurt Zouma
Sevilla FC ,Czech Republic,Portero,31,Muy bueno,Tomáš Vaclík
Manchester City ,England,Defensa Central,26,Muy bueno,John Stones
Valencia CF ,Italy,Lateral Derecho,29,Muy bueno,Alessandro Florenzi
Sevilla FC ,Spain,Medio Centro Ofensivo|Extremo Derecho,26,Muy bueno,Suso
VfL Wolfsburg ,France,LB|Medio Izquierdo,27,Muy bueno,Jérôme Roussillon
Watford ,Spain,Medio Izquierdo|Media Punta,26,Muy bueno,Deulofeu
Paris Saint-Germain ,Belgium,Lateral Derecho|Medio Derecho,28,Muy bueno,Thomas Meunier
Eintracht Frankfurt ,Austria,Defensa Central,27,Muy bueno,Martin Hinteregger
Valencia CF ,Central African Rep.,Medio Centro,27,Muy bueno,Geoffrey Kondogbia
RC Celta ,Brazil,Medio Derecho|Medio Centro|Medio Centro Ofensivo,27,Muy bueno,Rafinha
FC Porto ,Argentina,Portero,32,Muy bueno,Agustín Marchesín
AS Monaco Football Club SA ,France,Portero,29,Muy bueno,Benjamin Lecomte
Feyenoord ,Netherlands,Extremo Derecho,28,Muy bueno,Steven Berghuis
R. Valladolid CF ,Spain,Portero,31,Muy bueno,Jordi Masip
Sporting CP ,Uruguay,Defensa Central,29,Muy bueno,Sebastián Coates
RB Leipzig ,Slovenia,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,29,Muy bueno,Kevin Kampl
Liverpool ,Switzerland,Medio Derecho|Extremo Derecho,28,Muy bueno,Xherdan Shaqiri
Roma ,Ermenia,Medio Derecho|Medio Centro Ofensivo|Extremo Derecho,31,Muy bueno,Henrikh Mkhitaryan
Chelsea ,Spain,LB|Carrilero Izquierdo|Extremo Izquierdo,29,Muy bueno,Marcos Alonso
Paris Saint-Germain ,Spain,Medio Centro Defensivo|Medio Centro,30,Muy bueno,Ander Herrera
Boca Juniors ,Argentina,Medio Derecho|Extremo Derecho,30,Muy bueno,Eduardo Salvio
Shanghai Greenland Shenhua FC ,Italy,Medio Izquierdo|Extremo Izquierdo,27,Muy bueno,Stephan El Shaarawy
Besiktas JK ,Serbia,Medio Centro Ofensivo|Extremo Izquierdo,28,Muy bueno,Adem Ljajic
Roma ,England,Defensa Central,30,Muy bueno,Chris Smalling
Sevilla FC ,Netherlands,Delantero Centro,29,Muy bueno,Luuk de Jong
Milan ,Italy,Medio Centro,30,Muy bueno,Giacomo Bonaventura
Torino ,Cameroon,Defensa Central,30,Muy bueno,Nicolas Nkoulou
Shakhtar Donetsk ,Ukraine,Medio Derecho|Medio Centro Ofensivo,32,Muy bueno,Marlos
Brescia ,Italy,Delantero Centro,29,Muy bueno,Mario Balotelli
Atlético Madrid ,England,Lateral Derecho,29,Muy bueno,Kieran Trippier
Fenerbahçe SK ,Brazil,Defensa Central|Medio Centro Defensivo,33,Muy bueno,Luiz Gustavo
Al Nassr ,Brazil,Medio Centro Ofensivo,30,Muy bueno,Giuliano
Inter ,Chile,Medio Izquierdo|Extremo Izquierdo,31,Muy bueno,Alexis Sánchez
Al Hilal ,Italy,Delantero Centro|Medio Centro Ofensivo|Media Punta,33,Muy bueno,Sebastian Giovinco
FC Bayern München ,Germany,Defensa Central,31,Muy bueno,Jérôme Boateng
Athletic Club ,Spain,LB,30,Muy bueno,Yuri Berchiche
Arsenal ,Brazil,Defensa Central,33,Muy bueno,David Luiz
Milan ,Denmark,Defensa Central,31,Muy bueno,Simon Kjær
Atlético Madrid ,Spain,Portero,33,Muy bueno,Adán
Bayer 04 Leverkusen ,Germany,Defensa Central|Medio Centro Defensivo,31,Muy bueno,Sven Bender
Bayer 04 Leverkusen ,Germany,Lateral Derecho|Medio Centro Defensivo|Medio Centro,31,Muy bueno,Lars Bender
Club Brugge KV ,Belgium,Portero,32,Muy bueno,Simon Mignolet
Arsenal ,Greece,Defensa Central,32,Muy bueno,Sokratis
FC Girondins de Bordeaux ,France,Defensa Central,34,Muy bueno,Laurent Koscielny
West Ham United ,Poland,Portero,35,Muy bueno,Lukasz Fabianski
Sassuolo ,Italy,Portero,33,Muy bueno,Andrea Consigli
Sampdoria ,Italy,Delantero Centro,37,Muy bueno,Fabio Quagliarella
Al Hilal ,France,Delantero Centro,34,Muy bueno,Bafétimbi Gomis
Tigres U.A.N.L. ,France,Delantero Centro|Media Punta,34,Muy bueno,André-Pierre Gignac
Liverpool ,England,Lateral Derecho|LB|Medio Centro,34,Muy bueno,James Milner
Hertha BSC ,Norway,Portero,35,Muy bueno,Rune Almenning Jarstein
Free Agents ,Uruguay,LB|Medio Izquierdo,32,Muy bueno,Mauro Evidio Nérez
Free Agents ,Uruguay,Medio Centro Defensivo|Medio Centro,36,Muy bueno,Matías David Baldona
Free Agents ,Uruguay,Portero,32,Muy bueno,Jorge Ezequiel Serendero
Sevilla FC ,Spain,LB|Medio Izquierdo,23,Muy bueno,Reguilón
SL Benfica ,Brazil,Delantero Centro,25,Muy bueno,Vinícius
Dynamo Kyiv ,Ukraine,Medio Derecho|Medio Izquierdo,22,Muy bueno,Viktor Tsygankov
RB Leipzig ,Spain,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,22,Muy bueno,Dani Olmo
Dinamo Zagreb ,Croatia,Portero,25,Muy bueno,Dominik Livakovic
RCD Espanyol ,Spain,Medio Derecho|Medio Centro,22,Muy bueno,Melendo
Tottenham Hotspur ,France,Medio Centro Defensivo|Medio Centro,23,Muy bueno,Tanguy Ndombele
Valencia CF ,Spain,Medio Derecho|Medio Izquierdo|Medio Centro,23,Muy bueno,Carlos Soler
Stade Rennais FC ,Brazil,Medio Derecho|Extremo Derecho,23,Muy bueno,Raphinha
RB Leipzig ,France,Delantero Centro|Medio Centro|Medio Centro Ofensivo,22,Muy bueno,Christopher Nkunku
Leicester City ,Turkey,Defensa Central,24,Muy bueno,Çaglar Söyüncü
Cruzeiro ,Brazil,LB|Medio Izquierdo,20,Muy bueno,Welington Dano
São Paulo ,Brazil,LB|Carrilero Izquierdo|Extremo Izquierdo,28,Muy bueno,Adryan Zonta
Fluminense ,Brazil,Medio Centro Defensivo|Medio Centro,24,Muy bueno,Everton Andrão
Flamengo ,Brazil,Portero,24,Muy bueno,Héniton Pires
RB Leipzig ,France,Defensa Central,21,Muy bueno,Dayot Upamecano
SV Werder Bremen ,Kosovo,Media Punta|Extremo Derecho|Extremo Izquierdo,24,Muy bueno,Milot Rashica
Roma ,Italy,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,24,Muy bueno,Lorenzo Pellegrini
Borussia Mönchengladbach ,France,Delantero Centro|Extremo Izquierdo,22,Muy bueno,Marcus Thuram
Athletic Club ,Spain,Defensa Central,25,Muy bueno,Yeray
Chelsea ,United States,Medio Izquierdo|Extremo Derecho|Extremo Izquierdo,21,Muy bueno,Christian Pulisic
Juventus ,Uruguay,Medio Centro,23,Muy bueno,Rodrigo Bentancur
SD Eibar ,Serbia,Portero,28,Muy bueno,Marko Dmitrovic
FC Bayern München ,France,Lateral Derecho|Defensa Central,24,Muy bueno,Benjamin Pavard
Paris Saint-Germain ,France,LB|Defensa Central,24,Muy bueno,Abdou Diallo
AS Monaco Football Club SA ,Russia,Medio Centro|Medio Centro Ofensivo,24,Muy bueno,Alexandr Golovin
Manchester United ,Ivory Coast,Defensa Central,26,Muy bueno,Eric Bailly
RB Leipzig ,Austria,Lateral Derecho|Medio Centro Defensivo|Medio Centro,23,Muy bueno,Konrad Laimer
Real Sociedad ,Spain,Medio Centro,24,Muy bueno,Merino
Wolverhampton Wanderers ,Portugal,Media Punta|Extremo Izquierdo,23,Muy bueno,Diogo Jota
Inter ,Italy,Medio Centro|Medio Centro Ofensivo,23,Muy bueno,Nicolò Barella
Olympique Lyonnais ,Cameroon,Delantero Centro|Medio Izquierdo,27,Muy bueno,Karl Toko-Ekambi
Olympique de Marseille ,France,Medio Centro|Medio Centro Ofensivo,25,Muy bueno,Valentin Rongier
Getafe CF ,Spain,Delantero Centro,31,Muy bueno,Mata
Tottenham Hotspur ,England,Medio Centro Defensivo|Medio Centro,24,Muy bueno,Harry Winks
Napoli ,Mexico,Delantero Centro|Extremo Derecho|Extremo Izquierdo,24,Muy bueno,Hirving Lozano
Olympique Lyonnais ,Belgium,Defensa Central,25,Muy bueno,Jason Denayer
Inter ,Uruguay,Medio Centro Defensivo,28,Muy bueno,Matias Vecino
AS Monaco Football Club SA ,France,Medio Centro Defensivo|Medio Centro,25,Muy bueno,Tiemoué Bakayoko
Sevilla FC ,Brazil,Defensa Central,27,Muy bueno,Diego Carlos
Newcastle United ,France,Delantero Centro|Medio Izquierdo|Extremo Izquierdo,23,Muy bueno,Allan Saint-Maximin
Athletic Club ,Spain,Medio Centro Defensivo|Medio Centro,30,Muy bueno,Dani García
Torino ,Italy,Defensa Central,28,Muy bueno,Armando Izzo
OGC Nice ,Argentina,Portero,27,Muy bueno,Walter Benítez
Olympique de Marseille ,Argentina,Delantero Centro,30,Muy bueno,Darío Benedetto
River Plate ,Argentina,Portero,33,Muy bueno,Franco Armani
Olympique Lyonnais ,Brazil,Medio Centro Defensivo|Medio Centro,28,Muy bueno,Thiago Mendes
Chelsea ,Denmark,Defensa Central,24,Muy bueno,Andreas Christensen
Everton ,Portugal,Medio Centro Defensivo|Medio Centro,26,Muy bueno,André Gomes
Olympique de Marseille ,France,Medio Centro|Medio Centro Ofensivo,25,Muy bueno,Morgan Sanson
River Plate ,Colombia,Medio Centro Ofensivo,27,Muy bueno,Juan Fernando Quintero
Manchester United ,Brazil,Medio Centro Defensivo|Medio Centro,27,Muy bueno,Fred
AFC Bournemouth ,Netherlands,Defensa Central,25,Muy bueno,Nathan Aké
Real Madrid ,Spain,Medio Derecho|Extremo Derecho,29,Muy bueno,Lucas Vázquez
TSG 1899 Hoffenheim ,Israel,Delantero Centro,28,Muy bueno,Munas Dabbur
Real Sociedad ,Belgium,Medio Derecho|Extremo Derecho,25,Muy bueno,Adnan Januzaj
SL Benfica ,Brazil,Medio Centro Defensivo|Medio Centro,26,Muy bueno,Gabriel
Watford ,France,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,27,Muy bueno,Abdoulaye Doucouré
Milan ,Turkey,Medio Centro|Extremo Izquierdo,26,Muy bueno,Hakan Çalhanoglu
RB Leipzig ,Denmark,Delantero Centro,26,Muy bueno,Yussuf Poulsen
Sevilla FC ,Argentina,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,31,Muy bueno,Franco Vázquez
Aston Villa ,England,Medio Centro|Medio Centro Ofensivo|Extremo Izquierdo,24,Muy bueno,Jack Grealish
Borussia Mönchengladbach ,France,Delantero Centro|Extremo Izquierdo,27,Muy bueno,Alassane Plea
Shakhtar Donetsk ,Ukraine,Medio Centro Defensivo,30,Muy bueno,Taras Stepanenko
Manchester United ,England,LB,25,Muy bueno,Luke Shaw
Sevilla FC ,Argentina,Extremo Derecho|Extremo Izquierdo,26,Muy bueno,Lucas Ocampos
FC Schalke 04 ,Serbia,Defensa Central,27,Muy bueno,Matija Nastasic
Manchester City ,France,LB,26,Muy bueno,Benjamin Mendy
RB Leipzig ,Hungary,Defensa Central,27,Muy bueno,Willi Orban
Toronto FC ,Spain,Medio Centro Ofensivo|Media Punta,28,Muy bueno,Pozuelo
Atlético Madrid ,Croatia,Lateral Derecho,28,Muy bueno,Šime Vrsaljko
Burnley ,England,Portero,28,Muy bueno,Nick Pope
FC Porto ,Cape Verde,Delantero Centro,29,Muy bueno,Zé Luís
Olympique de Marseille ,Spain,Defensa Central,30,Muy bueno,Álvaro
Wolverhampton Wanderers ,France,Defensa Central,29,Muy bueno,Willy Boly
Burnley ,England,Defensa Central,27,Muy bueno,James Tarkowski
Torino ,Italy,Delantero Centro,29,Muy bueno,Simone Zaza
RCD Espanyol ,Spain,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,26,Muy bueno,Sergi Darder
FC Schalke 04 ,Senegal,Defensa Central|Medio Centro Defensivo,29,Muy bueno,Salif Sané
Wolverhampton Wanderers ,Republic of Ireland,Carrilero Derecho|Extremo Derecho,28,Muy bueno,Matt Doherty
Real Betis ,Algeria,Defensa Central,28,Muy bueno,Aïssa Mandi
Shakhtar Donetsk ,Brazil,LB,30,Muy bueno,Ismaily
1. FC Köln ,Germany,Portero,27,Muy bueno,Timo Horn
Club Brugge KV ,Belgium,Medio Centro|Medio Centro Ofensivo,27,Muy bueno,Hans Vanaken
Levante UD ,Spain,Medio Centro Defensivo|Medio Centro,27,Muy bueno,Campaña
Atlético Madrid ,Spain,Delantero Centro|Medio Derecho|Medio Izquierdo,30,Muy bueno,Vitolo
Arsenal ,Switzerland,Medio Centro Defensivo|Medio Centro,27,Muy bueno,Granit Xhaka
Atalanta ,Colombia,Delantero Centro,29,Muy bueno,Luis Muriel
Brighton & Hove Albion ,Australia,Portero,28,Muy bueno,Mathew Ryan
Liverpool ,England,Medio Derecho|Medio Centro,26,Muy bueno,Alex Oxlade-Chamberlain
VfL Wolfsburg ,France,Defensa Central|Medio Centro Defensivo|Medio Centro,29,Muy bueno,Josuha Guilavogui
River Plate ,Argentina,Medio Centro Defensivo|Medio Centro,34,Muy bueno,Enzo Pérez
Liverpool ,Croatia,Defensa Central,31,Muy bueno,Dejan Lovren
Levante UD ,Spain,Portero,29,Muy bueno,Aitor
Manchester City ,Argentina,Defensa Central,32,Muy bueno,Nicolás Otamendi
Borussia Dortmund ,Germany,Medio Centro|Medio Centro Ofensivo|Media Punta,28,Muy bueno,Mario Götze
Manchester United ,Serbia,Medio Centro Defensivo|Medio Centro,31,Muy bueno,Nemanja Matic
LOSC Lille ,France,Medio Centro Defensivo|Medio Centro,29,Muy bueno,Benjamin André
Crystal Palace ,Spain,Portero,33,Muy bueno,Guaita
Chelsea ,Spain,Extremo Derecho|Extremo Izquierdo,33,Muy bueno,Pedro
Shanghai SIPG FC ,Brazil,Delantero Centro|Extremo Derecho,34,Muy bueno,Hulk
Valencia CF ,France,Medio Centro Defensivo|Medio Centro,29,Muy bueno,Francis Coquelin
Eintracht Frankfurt ,Netherlands,Delantero Centro,31,Muy bueno,Bas Dost
Free Agents ,Russia,Delantero Centro,31,Muy bueno,Artem Dzyuba
Borussia Mönchengladbach ,Germany,Medio Centro Ofensivo|Media Punta,31,Muy bueno,Lars Stindl
Everton ,Iceland,Medio Centro|Medio Centro Ofensivo,30,Muy bueno,Gylfi Sigur?sson
Lazio ,Italy,Medio Centro Defensivo|Medio Centro,35,Muy bueno,Marco Parolo
Real Betis ,Brazil,Defensa Central,30,Muy bueno,Sidnei
Lokomotiv Moscow ,Croatia,Defensa Central,34,Muy bueno,Vedran Corluka
Chelsea ,France,Delantero Centro,33,Muy bueno,Olivier Giroud
Manchester United ,Spain,Medio Derecho|Medio Centro Ofensivo,32,Muy bueno,Juan Mata
Getafe CF ,Spain,Delantero Centro,33,Muy bueno,Ángel
Athletic Club ,Spain,Medio Centro,33,Muy bueno,Beñat
Olympiacos CFP ,France,Medio Izquierdo|Medio Centro Ofensivo,35,Muy bueno,Mathieu Valbuena
Racing Club ,Chile,Medio Centro Defensivo|Medio Centro,33,Muy bueno,Marcelo Díaz
Valencia CF ,France,Delantero Centro,33,Muy bueno,Kévin Gameiro
SD Eibar ,Spain,Medio Derecho|Medio Izquierdo,33,Muy bueno,Pedro León
Borussia Dortmund ,Poland,Lateral Derecho|Defensa Central,35,Muy bueno,Lukasz Piszczek
Manchester United ,Argentina,Portero,33,Muy bueno,Sergio Romero
Valencia CF ,Denmark,Lateral Derecho|Medio Derecho|Medio Centro,31,Muy bueno,Daniel Wass
Portland Timbers ,Argentina,Delantero Centro|Medio Centro Ofensivo,34,Muy bueno,Diego Valeri
Real Betis ,Mexico,Medio Centro Defensivo|Medio Izquierdo|Medio Centro,33,Muy bueno,Andrés Guardado
Athletic Club ,Spain,Delantero Centro|Medio Centro Ofensivo,34,Muy bueno,Raúl García
Tottenham Hotspur ,Argentina,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,28,Muy bueno,Erik Lamela
Leicester City ,Northern Ireland,Defensa Central,32,Muy bueno,Jonny Evans
Lazio ,Romania,Defensa Central,33,Muy bueno,Stefan Radu
Watford ,England,Portero,37,Muy bueno,Ben Foster
Guangzhou R&F FC ,Belgium,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,33,Muy bueno,Mousa Dembélé
Getafe CF ,Spain,Delantero Centro,38,Muy bueno,Jorge Molina
PFC CSKA Moscow ,Russia,Portero,34,Muy bueno,Igor Akinfeev
Trabzonspor ,Argentina,Medio Centro Defensivo|Medio Centro,35,Muy bueno,José Sosa
Racing Club ,Argentina,Delantero Centro,37,Muy bueno,Lisandro López
Orlando City Soccer Club ,Portugal,Extremo Derecho|Extremo Izquierdo,33,Muy bueno,Nani
Derby County ,England,Delantero Centro|Medio Centro|Medio Centro Ofensivo,34,Muy bueno,Wayne Rooney
Real Betis ,Spain,Delantero Centro|Medio Derecho|Medio Izquierdo,39,Muy bueno,Joaquín
Aston Villa ,Spain,Portero,37,Muy bueno,Pepe Reina
Atlético Madrid ,Brazil,LB,22,Muy bueno,Renan Lodi
Valencia CF ,Spain,Medio Derecho|Medio Izquierdo|Media Punta,20,Muy bueno,Ferrán Torres
FC Barcelona ,Spain,LB|Medio Izquierdo,23,Muy bueno,Junior Firpo
Getafe CF ,Serbia,Medio Centro Defensivo|Medio Centro,25,Muy bueno,Nemanja Maksimovic
Ajax ,Argentina,Defensa Central|Medio Centro Defensivo,22,Muy bueno,Lisandro Martínez
Getafe CF ,Spain,LB|Medio Izquierdo,22,Muy bueno,Cucurella
Borussia Dortmund ,France,Defensa Central,21,Muy bueno,Dan-Axel Zagadou
Sporting CP ,Brazil,Medio Centro,22,Muy bueno,Wendel
RB Leipzig ,France,Defensa Central,21,Muy bueno,Ibrahima Konaté
Manchester United ,Scotland,Medio Centro Defensivo|Medio Centro,23,Muy bueno,Scott McTominay
Racing Club ,Argentina,Medio Derecho|Medio Centro|Medio Centro Ofensivo,22,Muy bueno,Matías Zaracho
LOSC Lille ,France,Medio Derecho|Medio Centro Ofensivo,22,Muy bueno,Jonathan Ikoné
FC Bayern München ,Spain,Lateral Derecho,24,Muy bueno,Odriozola
Sheffield United ,England,Portero,23,Muy bueno,Dean Henderson
Chelsea ,England,Medio Centro|Medio Centro Ofensivo|Extremo Derecho,21,Muy bueno,Mason Mount
FC Schalke 04 ,Morocco,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,23,Muy bueno,Amine Harit
Atalanta ,Ukraine,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,27,Muy bueno,Ruslan Malinovskyi
FC Nantes ,France,Portero,21,Muy bueno,Alban Lafont
Chelsea ,England,Delantero Centro,22,Muy bueno,Tammy Abraham
Athletic Club ,Spain,Portero,23,Muy bueno,Unai Simón
São Paulo ,Brazil,Delantero Centro,20,Muy bueno,Matheus Bardeira
Flamengo ,Brazil,Medio Centro|Medio Centro Ofensivo,20,Muy bueno,Arturo Inálcio
Flamengo ,Brazil,Defensa Central,24,Muy bueno,Vincente Dourado
OGC Nice ,France,Medio Centro,27,Muy bueno,Pierre Lees-Melou
Inter ,Italy,Medio Centro Defensivo|Medio Centro,24,Muy bueno,Stefano Sensi
Borussia Dortmund ,Switzerland,Defensa Central,25,Muy bueno,Manuel Akanji
OGC Nice ,Denmark,Delantero Centro,22,Muy bueno,Kasper Dolberg
TSG 1899 Hoffenheim ,Austria,Medio Centro Defensivo|Medio Centro,24,Muy bueno,Florian Grillitsch
Sheffield United ,Norway,Medio Centro Defensivo|Medio Centro,22,Muy bueno,Sander Berge
Manchester City ,Ukraine,LB,23,Muy bueno,Oleksandr Zinchenko
West Ham United ,Spain,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,24,Muy bueno,Pablo Fornals
Paris Saint-Germain ,Germany,Lateral Derecho|Defensa Central,23,Muy bueno,Thilo Kehrer
Bayer 04 Leverkusen ,Germany,Medio Centro|Medio Centro Ofensivo,23,Muy bueno,Nadiem Amiri
Sevilla FC ,Spain,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,26,Muy bueno,Joan Jordán
